ticket_id,created_at,first_response_at,resolved_at,status,channel,customer_id,order_id,product_sku,category,priority,assigned_team,agent_id,transfers,csat_score,refund_amount_inr,refund_reason_code,replacement_issued,customer_message,agent_notes,source_system,refund_amount_normalized,canonical
TK-247731,2025-12-02 15:42,2025-12-02 16:49,2025-12-02 17:06,resolved,voice,C107738,,VA-HP-ST3,Billing & Payments,High,Billing,A3035,0,,12598.0,DUP-PAYMENT,N,[IVR transcript] my bank says rs 3499 went to you but your site says i have no orders please call me on my registered number,rfnd processed to source. Issue: failed ord after payment. conf with payment gateway.,helpdesk,12598.0,True
TK-247738,2025-12-02 19:08,2025-12-02 19:46,2025-12-02 20:06,resolved,voice,C108038,VR882044,VA-AC-CASE,Other,Normal,Voice Frontline,A3026,0,,1299.0,CANCEL,N,"Pathetic experience honestly.  I bought replacement case on 25 Nov. my son ordered this wihout asking, pls reverse. I already tried cancel button, greyed out. Fix this or I am posting on twitter.",issue: order cancellation | chk shipment status -> rfnd of rs 1299 initiated to source,helpdesk,1299.0,True
TK-247752,2025-12-03 04:54,2025-12-03 05:07,2025-12-03 05:17,resolved,chat,C100393,,VA-SP-ORB,Billing & Payments,High,Billing,A3034,0,4.0,570.0,GW-OTHER,N,"PRODUCT: MY ORBIT
PURCHASED: 23/11
ISSUE: DISCOUNT WAS NOT APPLIED AT CHECKOUT
TRIED: TRIED ON APP AND WEBSITE
EXPECTED: FIX","1. coupon not applied
2. chk coupon validity
3. full refund processed (570) (sop 2.7)",helpdesk,570.0,True
TK-247763,2025-12-03 09:14,2025-12-03 10:09,2025-12-04 10:23,resolved,voice,C108589,VR883623,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3038,0,2.0,525.0,GW-OTHER,N,"team,
you picked up the item 13 days ago and my money hasn't come back
urgent","1. Refund not credited
2. Checked refund status on PG
3. Refund confirmed credited",helpdesk,525.0,True
TK-247764,2025-12-03 09:59,2025-12-03 14:39,2025-12-06 15:10,resolved,email,C100049,,VA-SP-MINI,Billing & Payments,High,Billing,A3035,0,,2499.0,GW-OTHER,N,not acceptable at this price. i bought the mini speaker on 07/11. refund was promised 16 days ago and nothing. i already emailed twice. refund. now.,"Reported: rfnd not credited. Checked reverse pkp QC status. Refunded Rs 2499. Follow-up not required.
rplc declined by cx, rfnd issued instead.",helpdesk,2499.0,True
TK-247767,2025-12-03 11:40,2025-12-03 11:52,2025-12-04 12:23,resolved,voice,C100239,VR885111,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3038,0,3.0,3499.0,GW-OTHER,N,"[IVR transcript] Hey, I bought Pulse2 on November 25.  Where is the money for the return. I want a replacement. Regards,","1. Refund delay
2. Checked reverse pickup QC status
3. Refund of Rs 3499 initiated to source",helpdesk,3499.0,True
TK-247768,2025-12-03 12:48,2025-12-03 13:10,2025-12-03 13:25,resolved,voice,C103422,VR901569,VA-EB-PL1,Billing & Payments,High,Billing,A3033,0,2.0,2249.0,GW-OTHER,N,"Hi Vireo support, Got the Pulse buds from Amazon last month. You picked up the item 8 days ago & my money hasn't come back. I checked bank. Nothing changed. Please call me on my registered number. THANK U, ANJALI","1. refund not credited
2. checked reverse pickup qc status
3. refunded rs 2249. -- replacement was offered earlier by chat team, cx opted for refund.",helpdesk,2249.0,True
TK-247785,2025-12-03 20:14,2025-12-03 21:39,2025-12-04 22:02,resolved,email,C106130,,VA-EB-PL2,Delivery & Shipping,Normal,Logistics,A3030,0,,2974.0,RETURN-QC-OK,N,NOBODY CAME FOR THE PICKUP - PLEASE CALL ME ON MY REGISTERED NUMBER,"Contact re reverse pkp pending. Checked pkp AWB. rfnd approved, Rs 2974, 5-7 working days. | Refund issued; replacement not applicable (out of stock). //AIS",helpdesk,2974.0,True
TK-247787,2025-12-03 21:29,2025-12-03 23:27,2025-12-05 23:52,resolved,social,C108994,VR890172,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3038,0,2.0,12998.0,RETURN-QC-OK,N,still waiting for my refund. vr890172. please call me on my registered number,"1. Refund pending
2. Checked reverse pkp QC status
3. Refund confirmed credited",helpdesk,12998.0,True
TK-247790,2025-12-03 21:59,2025-12-03 22:00,,pending,chat,C102495,VR891057,VA-EB-PL1,Billing & Payments,High,Billing,A3033,0,4.0,2499.0,RETURN-QC-OK,N,"still waiting for my refund, vr891057, please help","1. rfnd pending
2. chk reverse pickup qc status
3. refunded rs 2499.
cx asked for rplc + refund, explained policy, refund only.",helpdesk,2499.0,True
TK-247823,2025-12-04 17:56,2025-12-05 07:08,2025-12-05 07:39,resolved,email,C104018,VR886489,VA-NB-ARC,Charging & Battery,Normal,Email Frontline,A3022,0,3.0,117.0,GW-OTHER,N,"Hi Vireo support, This is regarding my Arc.  Charging case dead, tried 3 cables. I want my money back",Refunded Rs 117. Issue: case not charging. Confirmed case LED dead. (SOP 3.1),helpdesk,117.0,True
TK-247826,2025-12-04 19:22,2025-12-04 20:08,2025-12-04 20:48,resolved,social,C101250,,VA-AC-CASE,Billing & Payments,Normal,Billing,A3035,0,4.0,1104.0,DUP-PAYMENT,N,"to the vireo customer care team,

i am writing with reference to my order of the charging case i ordered placed on 26 nov. the page failed after i paid and now nothing shows in my account. i have waited 24 hours. i request you to look into this matter at the earliest.

sincerely,
gurpreet verma",cx states failed ord after payment. Asked for UTR. Full refund processed (1104). Cx informed.,helpdesk,1104.0,True
TK-247827,2025-12-04 19:30,2025-12-04 20:24,2025-12-06 20:52,resolved,social,C106921,VR896994,VA-EB-PL1,Returns & Refunds,High,Returns Desk,A3036,0,3.0,2499.0,RETURN-QC-OK,N,"Dear Sir/Madam, Ordered the Pulse buds 2 weeks ago. Refund not received yet. I emailed twice. I want a replacement. Thanks in advance, Jaspreet",as discussed (SOP 2.7),helpdesk,2499.0,True
TK-247828,2025-12-04 19:39,2025-12-04 21:16,2025-12-04 22:04,resolved,voice,C102389,,VA-NB-ARC,Audio Quality,Low,Voice Frontline,A3026,0,,1104.0,GW-OTHER,N,pathetic experience honestly. ordered arc neckband last month. only one side plays sound. i already reset the buds. escalate this to someone senior.,closed //AAD,helpdesk,1104.0,True
TK-247836,2025-12-04 21:59,2025-12-04 21:59,2025-12-04 22:32,resolved,chat,C102920,VR904002,VA-SP-ORB,Other,Normal,Chat Frontline,A3015,0,,5999.0,GW-OTHER,N,"Product: the Orbit smrt speaker
Order: VR904002
Purchased: 04 Dec
Issue: payment went through but I got no order id
Tried: chekced bank statement
Expected: resolution","Refund of Rs 5999 initiated to source. Issue: payment debited, no ord. Confirmed with payment gateway. [closed]",helpdesk,5999.0,True
TK-247844,2025-12-05 09:28,2025-12-05 10:03,2025-12-05 10:17,resolved,email,C101250,,VA-EB-PL2,Connectivity,Normal,Email Frontline,A3021,0,4.0,2799.0,GW-OTHER,N,"hii
it connects for a second and then vanishes from the device list
the pulse 2 earbuds
help","cx: pairing failure | chk phone os version -> refund approved, rs 2799, 5-7 working days ~Meera",helpdesk,2799.0,True
TK-247849,2025-12-05 10:46,2025-12-05 10:50,2025-12-05 11:23,resolved,chat,C106807,VR881176,VA-SW-NX1,Billing & Payments,Normal,Billing,A3033,0,4.0,3999.0,GW-OTHER,N,"Product: my Nexa
Order: VR881176
Purchased: 05/12
Issue: moeny debited but order not showing
Tried: checked bakn statement
Expected: resolution","cx: payment debited, no order | confirmed w/ payment gateway -> rfnd approved, rs 3999, 5-7 working days",helpdesk,3999.0,True
TK-247853,2025-12-05 10:53,2025-12-05 11:48,2025-12-07 12:02,resolved,email,C104312,,VA-SW-FIT,Billing & Payments,Normal,Billing,A3033,0,,1699.0,RETURN-QC-OK,N,Ordeerd Nexa Fit last week. Still waiting for my refund. I checked bank. Kindly look itno it. Regards,"1. rfnd pending
2. checked rfnd status on pg
3. rfnd approved, rs 1699, 5-7 working days",helpdesk,1699.0,True
TK-247854,2025-12-05 11:02,2025-12-05 11:39,2025-12-06 12:06,resolved,social,C100543,,VA-SW-NX2,Returns & Refunds,High,Returns Desk,A3038,0,,6499.0,GW-OTHER,N,I am losing patience. This is regarding the Nexa 2. still waiting for my refund. I already emailed twice. Escalate this to someone senior.,"1. Refund pending
2. Checked refund status on PG
3. Refund of Rs 6499 initiated to source",helpdesk,6499.0,True
TK-247862,2025-12-05 12:31,2025-12-05 12:59,2025-12-07 13:30,resolved,voice,C108461,,VA-SW-NX1,Returns & Refunds,Normal,Returns Desk,A3038,0,5.0,500.0,RETURN-QC-OK,N,refuund was promised 20 days ago and nothing,"1. Refund delay
2. chk reverse pickup QC status
3. Refund approved, Rs 500, 5-7 working days",helpdesk,500.0,True
TK-247867,2025-12-05 16:14,2025-12-05 16:24,2025-12-07 16:53,resolved,voice,C105305,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,4.0,472.0,RETURN-QC-OK,N,[IVR transcript] Bought pulse 2 buds around November 28 from vireo.in. You picked up the item 14 days ago and my moeny hasn't come back. I emailed twice. Need this sorted this week. Awaiting response Arjun Rathore,Contact re refund not credited. Chekced reverse pickpu QC status. Full refund processed (472). Cx informed.,helpdesk,472.0,True
TK-247876,2025-12-05 22:10,2025-12-05 22:14,2025-12-05 22:51,resolved,chat,C100637,VR897293,VA-EB-AIR,Billing & Payments,Normal,Billing,A3032,0,,1709.0,DUP-PAYMENT,N,"hii
my bank shoows the same amount twice on the same day
pls reply",duplicate refunded to source. issue: charged twice. confirmed utrs.,helpdesk,1709.0,True
TK-247882,2025-12-06 09:34,2025-12-06 09:36,2025-12-06 09:48,resolved,chat,C108913,,VA-EB-PL2,Other,Normal,Chat Frontline,A3010,0,,2799.0,GW-OTHER,N,"Bought Pulse2 around 23/11 from vireo.in.  Canecl order. I tried cancel button, greyed out. Nothing changed. Please help. Regads Sunita Kapoor","cancel ord | chk shipment status -> cancelled, rfnd initiated ~Tenzin",helpdesk,2799.0,True
TK-247885,2025-12-06 10:57,2025-12-06 10:59,2025-12-09 11:24,resolved,chat,C104580,VR891953,VA-EB-AIR,Delivery & Shipping,Low,Logistics,A3031,0,,3418.0,RETURN-QC-OK,N,"Hello, Bought airlite earbuds around 18-11-2025 from Amazon. Pickup scheduled but no one showed up. I rescheduled pickup twice. I want my money back. Thanks & regards","Refund approved, Rs 3418, 5-7 working days. Issue: pickup missed. Checked pickup AWB.",helpdesk,3418.0,True
TK-247895,2025-12-06 14:59,2025-12-06 16:17,2025-12-06 16:54,closed,email,C107056,,VA-EB-PL2,Other,High,Email Frontline,A3018,0,,3499.0,WTY-BUYBACK,N,"product: pulse 2 buds
purchased: october 08
issue: bluetooth pairing fails every time
tried: forgot the device and tried again
expected: replacement",re: unable to pair with phone | checked phone os version -> refund of rs 3499 initiated to source ~Krishna,helpdesk,3499.0,True
TK-247905,2025-12-06 18:55,2025-12-06 23:55,2025-12-07 00:19,resolved,email,C105509,,VA-EB-PL1,Billing & Payments,High,Billing,A3032,2,4.0,237.0,GW-OTHER,N,"UPI shosw success, your app shows nothing","1. amount deducted without order
2. confirmed with payment gateway
3. refunded rs 237 ~Sneha",helpdesk,237.0,True
TK-247906,2025-12-06 19:02,2025-12-06 20:03,2025-12-06 20:24,resolved,voice,C109285,VR900986,VA-HP-ST2,Other,Normal,Voice Frontline,A3026,0,,4749.0,DUP-PAYMENT,N,[IVR transcript] hi card charged two times my strata 2 headphones help,rslvd on call //AAD,helpdesk,4749.0,True
TK-247908,2025-12-06 20:34,2025-12-06 20:36,2025-12-09 21:08,resolved,chat,C101072,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,4.0,3149.0,RETURN-QC-OK,N,"Hi there,
This is regardig pulse 2 buds.  Where is the money for the return.
I checked bank. Nothing changed.
Please reesolve asap.","Cx reported refund not credited. chk reverse pkp QC status. Refund approved, Rs 3149, 5-7 working days. Will monitor. | Replacement was offered earlier by chat team, cx opted for rfnd.",helpdesk,3149.0,True
TK-247918,2025-12-07 09:14,2025-12-07 10:28,2025-12-08 10:59,resolved,social,C106833,VR893534,VA-NB-ARC,Returns & Refunds,Normal,Returns Desk,A3037,0,4.0,1039.0,RETURN-QC-OK,N,very poor quality. ordered teh neckband recently. refund was promised 17 days ago and nothing. i already checked bank. refund. now,"refund approved, rs 1039, 5-7 working days. issue: refund delay. chk reverse pickup qc status. ~Manish",helpdesk,1039.0,True
TK-247933,2025-12-07 19:25,2025-12-07 21:03,2025-12-07 21:33,resolved,voice,C101427,VR890543,VA-EB-AIR,Audio Quality,Normal,Voice Frontline,A3026,0,,1619.0,WTY-BUYBACK,Y,[IVR transcript] a hiss that wasn't there when i bouught it. vr890543,"cx: crackling/distortion | asked for a recording -> adv eq reset, rslvd. Sent a new unit & released the money as well, cx was in tears on call. //AAD",helpdesk,1619.0,True
TK-247935,2025-12-07 21:35,2025-12-07 21:44,2025-12-07 22:22,resolved,chat,C108844,VR904553,VA-EB-PL2,Audio Quality,Normal,Chat Frontline,A3015,0,,3499.0,DOA-REPL,N,"Hey,
Pulse 2 purchased 10 days ago, order VR904553. Everything sounds like it is coming from one direction now.
I reset the buds.
Need this sorted this week.
Thanks & regards, Sunita","rplc raised, RMA shared w/ cx. Issue: left side silent. Checked balance settings w/ cx.
Refund done and new unit sent as one-time gesture. [closed]",helpdesk,3499.0,True
TK-247941,2025-12-07 21:39,2025-12-07 23:34,2025-12-08 00:03,resolved,voice,C104804,,VA-HP-ST3,Connectivity,Normal,Voice Frontline,A3002,0,3.0,6299.0,GW-OTHER,Y,[IVR transcript] Ths is very disappointing. Bought my Strata 3 headphones aronud 17/09 from vireo.in. not pairing with my phone. I already tried on another phone. This is the last time I buy from you.,"cx: pairing failure | checked phone os version -> re-pair successful, resolved on chat. -- refund done and new unit sent as one-time gesture. [closed]",helpdesk,6299.0,True
TK-247945,2025-12-07 22:59,2025-12-07 23:05,2025-12-07 23:15,resolved,chat,C103331,VR906145,VA-HP-ST3,Other,Normal,Chat Frontline,A3002,0,4.0,6299.0,GW-OTHER,N,"Hi Vireo support, I bouught Strata 3 on 24 Nov.  Cancel order. I tried cancel button, greyed out. Nothign changed. This is very disappointing. Please advise.",cx: order cancellation | cancelled before dispatch -> refund of rs 6299 initiated to source [closed],helpdesk,6299.0,True
TK-247955,2025-12-08 08:57,2025-12-08 18:12,2025-12-08 18:27,resolved,email,C107316,VR894970,VA-SP-MINI,Billing & Payments,High,Billing,A3035,0,,2499.0,PRICE-ADJ,N,"dear sir/madam,

i am writing with reference to my order of orbit mini (vr894970) placed on december 04. promo code shows invalid. i havve trid in caps. i request you to kindly arrange a replacement.

regards,
ankit bansal","Cust contacted re coupon not applied. chk cart eligibility. rfnd approved, Rs 2499, 5-7 workiing days. Case closed w/ cx consent.",helpdesk,2499.0,True
TK-247956,2025-12-08 09:01,2025-12-08 09:14,2025-12-10 09:44,closed,chat,C107693,VR884769,VA-SP-ORB,Billing & Payments,High,Billing,A3032,0,4.0,5699.0,RETURN-QC-OK,N,"Not acceptable at this price. I bought the Orbit smart speaker on 08 Nov. u picked up the item 19 days ago & my money hasn't come back. I already checked bank. I want a replacement or refund, nothing else.","1. refund pending
2. checked reverse pickup qc status
3. refund approved, rs 5699, 5-7 working days. offered replacement, cx preferred refund. refund processed. ~Sneha",helpdesk,5699.0,True
TK-247957,2025-12-08 09:52,2025-12-08 09:58,2025-12-11 10:30,resolved,chat,C101659,,VA-SW-FIT,Returns & Refunds,Normal,Returns Desk,A3037,0,,270.0,RETURN-QC-OK,N,"still waiting for my refund, i want a replacement","1. rfnd delay
2. chk rfnd status on pg
3. full rfnd processed (270) ~Manish",helpdesk,270.0,True
TK-247959,2025-12-08 10:35,2025-12-08 11:33,2025-12-08 12:06,resolved,voice,C103273,,VA-EB-PL2,Billing & Payments,Normal,Billing,A3034,0,,1487.0,GW-OTHER,N,[IVR transcript] HELLO JI PAYMENT WENT THROUGH BUT I GOT NO ORDER ID ABHI TAK KUCH NAHI HUA ??,closed (sop 5.4),helpdesk,1487.0,True
TK-247961,2025-12-08 11:25,2025-12-08 11:27,2025-12-11 11:44,closed,chat,C108204,VR899407,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3037,0,3.0,3499.0,GW-OTHER,Y,"bhai
nobody came for teh pickup
the pulse 2 earbuds
kindly do the needful",pickup rescheduled for 09 dec. issue: reverse pickup pending. checked pickup awb. | refund done and new unit sent as one-time gesture. ~Manish,helpdesk,3499.0,True
TK-247969,2025-12-08 12:37,2025-12-08 12:39,2025-12-08 13:13,resolved,chat,C100467,VR907000,VA-SW-NX2,Connectivity,Normal,Chat Frontline,A3007,0,3.0,6499.0,GW-OTHER,Y,"product: nexa 2
order: vr907000
purchased: 28-10-2025
issue: not pairing with my phone
tried: restarted the phone
expected: resolution","reset done. issued rfnd + rplc both, tl aware.",helpdesk,6499.0,True
TK-247979,2025-12-08 15:12,2025-12-08 17:54,2025-12-08 18:17,resolved,email,C103234,VR899073,VA-HP-ST2,Audio Quality,High,Email Frontline,A3018,0,,425.0,WTY-BUYBACK,N,"Hello Vireo, I bought my Strata 2 headphones on 11-11-2025. Left sdie has no audio at all. I reset teh buds. Please reslve asap. Thanks & regards, Riya",cx: right side silent | asked cx to check bud in case -> full refund processed (425),helpdesk,425.0,True
TK-247981,2025-12-08 15:37,2025-12-08 23:36,2025-12-09 00:14,closed,email,C105818,VR885236,VA-SW-NX1,Billing & Payments,Normal,Billing,A3032,0,2.0,4999.0,GW-OTHER,N,"two entries of rs 3499 on my statement for one pair of eaarbuds
vr885236
need this sorted this week","1. duplicate payment
2. checked pg for duplicate txn
3. refunded rs 4999 ~Sneha",helpdesk,4999.0,True
TK-247997,2025-12-09 08:37,2025-12-09 09:20,2025-12-09 10:03,resolved,voice,C101974,,VA-SP-MINI,Other,Normal,Voice Frontline,A3025,0,,2499.0,GW-OTHER,Y,"hello
the app finds the speaker and then gives up at the network step
kindly do the needful","2.4ghz worked, rslvd. issue: unable to connect to wifi. chk app version.
both rfnd and rplc given as cx threatened social media. //KOM",helpdesk,2499.0,True
TK-248002,2025-12-09 10:49,2025-12-09 14:48,2025-12-11 15:18,resolved,email,C100448,VR898613,VA-EB-AIR,Returns & Refunds,High,Returns Desk,A3031,1,2.0,1799.0,RETURN-QC-OK,N,"product: the airlite buds
order: vr898613
purchased: 25 nov
issue: the return was accepted but the amount is nowherre in my account
tried: emailed twice
expected: replacement",Refund confirmed credited. Issue: refund pending. Checked reverse pickup QC status. Via Logistics.,helpdesk,1799.0,True
TK-248011,2025-12-09 15:00,2025-12-09 15:14,,open,voice,C105524,,VA-EB-PL2,Returns & Refunds,Low,Returns Desk,A3031,1,4.0,525.0,GW-OTHER,N,"pathetic experience honestly. got pulse 2 buds from vireo.in last week. nobody came for the pickup. i already rescheduled pickup twice. i want a replacement or refund, nothing else.","Refund approved, Rs 525, 5-7 working days. Issue: pickup not done. Checked pickup AWB. Via Logistics.",helpdesk,525.0,True
TK-248012,2025-12-09 15:37,2025-12-09 16:23,2025-12-09 16:40,resolved,email,C101658,,VA-EB-AIR,Billing & Payments,Normal,Billing,A3035,0,3.0,1799.0,DUP-PAYMENT,N,"Hey, Got airlite earbuds from Amazon last month. Payment went through but I got no order id. I checked bank statement. How do I get this fixed? Thanks & regards Siddharth Chatterjee","cx states payment debited, no order. Confirmed w/ payment gateway. Order manually created. Cx satisfied on chat.",helpdesk,1799.0,True
TK-248021,2025-12-09 17:48,2025-12-09 19:33,2025-12-09 19:52,closed,email,C109314,,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,,3499.0,RETURN-QC-OK,N,still waiting for my refund - please call me on my registered number,Ticket raised for refund delay. Checked reverse pickup QC status. Refund reprocessed. Cx satisfied on chat.,helpdesk,3499.0,True
TK-248027,2025-12-09 20:22,2025-12-09 22:55,2025-12-12 23:15,resolved,social,C103238,VR901053,VA-AC-CBL,Returns & Refunds,Normal,Returns Desk,A3037,0,,200.0,RETURN-QC-OK,N,"hello vireo, ordered the cable 10 days ago. the return was accepted but the amount is nowhere in my account. i emailed twice. nothing changed. please call me on my registered number. awaiting response,","rfnd of rs 200 initiated to source. issue: rfnd pending. checked rfnd status on pg. replacement declined by cx, refund issued instead. ~Manish",helpdesk,200.0,True
TK-248033,2025-12-09 21:49,2025-12-09 21:51,2025-12-11 22:06,resolved,chat,C101720,VR900011,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,1.0,630.0,RETURN-QC-OK,N,"Product: Pulse2
Order: VR900011
Purchased: 15/11
Issue: where is the money for the return
Tried: emailed tiwce
Expected: fix","Cx sasy rfnd delay. Checked rfnd status on PG. rfnd approved, Rs 630, 5-7 working days. Follow-up not required.",helpdesk,630.0,True
TK-248044,2025-12-10 11:49,2025-12-10 16:13,2025-12-10 16:44,resolved,email,C100543,,VA-SW-NX2,Billing & Payments,Low,Billing,A3035,0,,6499.0,DUP-PAYMENT,N,the page failed ater I paid and now nothing shows in my account,cx states amount deducted without order. chk PG dashboard for txn. rfnd of Rs 6499 initiated to source. Will monitor.,helpdesk,6499.0,True
TK-248063,2025-12-10 17:07,2025-12-10 17:11,,open,chat,C103379,VR886076,VA-AC-CASE,Billing & Payments,High,Billing,A3035,0,3.0,1299.0,DUP-PAYMENT,N,"upi shows success, ur app shows nothing, vr886076","Contact re amount deducted without ord. Asked for UTR. rfnd approved, Rs 1299, 5-7 working days. Follow-up not required.",helpdesk,1299.0,True
TK-248068,2025-12-10 20:41,2025-12-10 23:05,2025-12-10 23:30,resolved,email,C100591,VR891820,VA-SP-MINI,Billing & Payments,High,Billing,A3033,0,,2499.0,PRICE-ADJ,N,"hi,
got the mini speaker from vireo.in last week. the festive offer vanished when i clicked pay.
i trried in caps.
kindly look into it.
regards, aarav","1. discount not applied
2. checked coupon validity
3. partial refund of discount amount issued",helpdesk,2499.0,True
TK-248070,2025-12-10 21:39,2025-12-10 23:39,2025-12-11 23:50,closed,email,C105840,VR886122,VA-EB-PL2,Returns & Refunds,High,Returns Desk,A3038,0,,3499.0,GW-OTHER,N,"Hello Vireo, Order VR886122 (my Pulse 2). I have been sitting at home for 3 das waiting for your courier. I called courier. Nothing changed. Honestly regretting this purchase. Waiting for your reply. PLEASE REVERT,","1. pkp not done
2. Re-raised pkp with crr
3. rfnd approved, Rs 3499, 5-7 working days. Replacement was offered earlier by chat team, cx opted for refund.",helpdesk,3499.0,True
TK-248071,2025-12-10 22:06,2025-12-10 22:48,2025-12-10 22:58,resolved,chat,C107051,VR895679,VA-SW-NX2,Other,Normal,Chat Frontline,A3021,1,,6174.0,GW-OTHER,N,"hi sir
want to cancel my order
bhaut pareshan hu
my nexa 2 watch VR895679",cancel ord | checked shipment status -> rfnd of rs 6174 initiated to source | xfer email frontline ~Meera,helpdesk,6174.0,True
TK-248074,2025-12-11 00:25,2025-12-11 00:29,2025-12-12 00:40,closed,chat,C108864,VR907982,VA-EB-PL2,Returns & Refunds,High,Returns Desk,A3038,0,,297.0,GW-OTHER,N,"hello
return pickup has not happened
pulse 2 buds
help","1. Pickup missed
2. Re-raised pickup with courier
3. Refunded Rs 297",helpdesk,297.0,True
TK-248078,2025-12-11 09:18,2025-12-11 09:26,2025-12-12 09:45,resolved,chat,C105159,,VA-EB-PL1,Delivery & Shipping,Low,Logistics,A3028,0,,475.0,RETURN-QC-OK,N,"namaste, buoght my pulse around 10-12-2025 from vireo.in. the box says my pulse but what's inside is not what i paid for. i rechecked my order. very poor quality. pleease help. regards",reported: wrong item delivered. raaised w/ warehouse. rfnd of rs 475 initiated to source.,helpdesk,475.0,True
TK-248082,2025-12-11 10:36,2025-12-11 11:24,2025-12-11 11:50,resolved,email,C103727,VR886568,VA-EB-PL2,Charging & Battery,Low,Email Frontline,A3022,0,4.0,3499.0,GW-OTHER,Y,"Dear team, Pulse2 purchased last month, order VR886568. The L bud is basically a paperweight now, R is fine. I tried another charger. Not acceptable at this price. How do I get this fixed? Awaitnig response","Cx says left earbud not taking charge. Tested w/ cx on call. Reset rslvd, cx confirmed left bud charging. (SOP 3.1) | Processed FR and raised RMA for new set.",helpdesk,3499.0,True
TK-248089,2025-12-11 15:15,2025-12-11 18:49,2025-12-11 19:10,closed,email,C105087,,VA-EB-AIR,Billing & Payments,Normal,Billing,A3035,0,4.0,1799.0,DUP-PAYMENT,N,payment went through but I got no order id.  waiting for your reply,cx states amount deducted without ord. chk PG dashboard for txn. rfnd of Rs 1799 initated to source. Cx satisfied on chat.,helpdesk,1799.0,True
TK-248095,2025-12-11 17:51,2025-12-11 17:56,2025-12-11 18:21,resolved,chat,C103379,VR886076,VA-AC-CASE,Delivery & Shipping,Normal,Logistics,A3030,0,3.0,1299.0,LOST-TRANSIT,N,package not delivered even after 10 days. waiting for ur rpely,Cust contacted re shipment not rcvd. Confirmed address with cx. Refund of Rs 1299 initiated to source.,helpdesk,1299.0,True
TK-248103,2025-12-11 20:30,2025-12-11 20:34,2025-12-11 20:55,resolved,voice,C103667,VR905641,VA-EB-PL2,Billing & Payments,Normal,Billing,A3035,0,,630.0,GW-OTHER,N,"[IVR transcript] very poor quality. order vr905641 (my pulse 2). i was promised a discount on the call, invoice shows none. i already tried in caps. fix this or i am posting on twitter.",Cust contacted re coupon not applied. chk cart eligibility. rfnd of Rs 630 initiated to source. Will monitor.,helpdesk,630.0,True
TK-248104,2025-12-11 21:19,2025-12-11 21:20,2025-12-11 21:37,resolved,chat,C101749,VR881337,VA-EB-PL2,Other,Normal,Chat Frontline,A3015,0,,560.0,GW-OTHER,N,payment went through but I got no order id,Refunded Rs 560. Issue: amount deducted without order. Asked for UTR.,helpdesk,560.0,True
TK-248110,2025-12-11 23:53,2025-12-12 01:09,2025-12-12 01:58,resolved,email,C100307,VR901909,VA-EB-PL2,Charging & Battery,Normal,Email Frontline,A3017,0,3.0,472.0,WTY-BUYBACK,N,"hi sir
letf earbud shos 0% and never charrges
bahhut pareshan hu
hello??",left earbud not taking charge | conf fw 2.4.12 -> refunded rs 472 -KS,helpdesk,472.0,True
TK-248113,2025-12-12 07:58,2025-12-12 08:05,2025-12-19 09:50,resolved,chat,C105673,VR900803,VA-SP-MINI,Connectivity,Normal,Chat Frontline,A3043,1,,1999.0,DOA-REPL,N,"hello
cannot pair orbit mini with my laptop
hello??","re-pair successful, rslvd on chat. -- Processed FR and raised RMA for new set. //NIK",helpdesk,1999.0,True
TK-248116,2025-12-12 09:36,2025-12-12 09:38,2025-12-12 09:51,resolved,chat,C102037,,VA-EB-PL1,Other,Normal,Chat Frontline,A3010,0,,500.0,CANCEL,N,"change of mind, pls stop the shipment",re: order cancellation | checked shipment status -> refund of rs 500 initiated to source ~Tenzin,helpdesk,500.0,True
TK-248130,2025-12-12 15:18,2025-12-12 16:59,2025-12-15 17:31,resolved,email,C103667,VR905641,VA-EB-PL2,Returns & Refunds,Normal,Returns Desk,A3036,0,3.0,315.0,RETURN-QC-OK,N,this is regarding pulse 2 buds. still waiting for my refund. i checked bank. nothing changed. please help. please revert vivaan,Contact re rfnd pending. chk rfnd status on PG. Rfeunded Rs 315. Follow-up not required.,helpdesk,315.0,True
TK-248132,2025-12-12 15:40,2025-12-12 15:58,2025-12-14 16:11,resolved,voice,C104556,VR882775,VA-SW-NX2,Returns & Refunds,Normal,Returns Desk,A3036,0,5.0,6174.0,RETURN-QC-OK,N,[IVR transcript] honestly regretting this purchase.  i bought the nexa 2 on 16-11-2025. still waiting for my refund. i already emailed twice. fix this or i am posting on twitter.,Reported: rfnd delay. Checked reverse pickup QC status. ARN shared with cx. Cx informed. (SOP 2.7),helpdesk,6174.0,True
